,Cafe_link-href,Adress_clean,lat,lon
417,https://moskvichmag.ru/restorany-i-bary/skvot-vinnaya-idealen-dlya-lyubitelej-i-proverennoj-organiki-i-eksperimentov/,"г Москва, ул Солянка, д 1/2 стр 1",55.7538589,37.637931
418,https://moskvichmag.ru/restorany-i-bary/v-toto-luchshie-frikadelki-iz-indejki-v-gorode/,"г Москва, пер Столешников, д 7 стр 3",55.7636532,37.6138331
419,https://moskvichmag.ru/restorany-i-bary/v-tapas-bare-vinovat-ekler-est-eklery-s-fua-gra-i-ugrem-i-s-tataki-iz-govyazhego-serdtsa/,"г Москва, ул Большая Никитская, д 14/2",55.7570643,37.6062847
420,https://moskvichmag.ru/restorany-i-bary/dorogushhij-balzi-rossi-hochet-byt-blizhe-k-narodu-no-pitstsa-dazhe-desertnaya-ne-dolzhna-stoit-2000-rublej/,"г Москва, пл Кудринская, д 1",55.7591704,37.5808741
421,https://moskvichmag.ru/restorany-i-bary/novye-galki-v-nachale-strastnogo-grubovaty-na-vid-no-gotovit-v-nih-umeyut/,"г Москва, б-р Страстной, д 4 стр 3",55.7649325,37.608344
422,https://moskvichmag.ru/restorany-i-bary/plyus-m2-organik-kluba-olivkovyj-chips-s-vyalenym-tartarom-minusy-vse-ostalnoe/,"г Москва, ул Спиридоновка, д 34 стр 1",55.7625352,37.5899554
423,https://moskvichmag.ru/restorany-i-bary/radi-gribnogo-bulona-s-brioshyu-iz-bambule-nado-brosit-vse-dela-i-priehat-na-solyanku-spetsialno/,"г Москва, ул Солянка, д 1/2",55.7542275,37.6373822
424,https://moskvichmag.ru/restorany-i-bary/sushi-i-lapsha-v-satoshi-mogut-pokazatsya-skuchnovatymi-no-kakie-tut-tseny-dlya-patriarshih/,"г Москва, пер Козихинский М., д 10 стр 1",55.7643132,37.5964871
425,https://moskvichmag.ru/restorany-i-bary/alice-na-patriarshih-ponravitsya-tsenitelyam-avtorskoj-kuhni-i-monohromnogo-komforta/,"г Москва, пер Спиридоньевский, д 12/9",55.7628469,37.5961678
426,https://moskvichmag.ru/restorany-i-bary/mozza-zanyala-na-beloj-ploshhadi-ugol-pitstsy-i-pasty-kotorogo-ne-hvatalo-mestnym-menedzheram/,"г Москва, ул Лесная, д 7",55.7787345,37.5880311
427,https://moskvichmag.ru/restorany-i-bary/baunti-raj-na-patriarshih-angel-cakes-portit-syusyukane-v-menyu-i-dolgoe-obsluzhivanie/,"г Москва, пер Козихинский Б., д 15",55.7636009,37.5957956
428,https://moskvichmag.ru/restorany-i-bary/blyuda-s-kejlom-i-avokado-v-beloque-idealny-dlya-devushek-zabotyashhihsya-o-zdorove-i-figure/,"г Москва, ул Рочдельская, д 15 стр 26",55.7551019,37.5611942
429,https://moskvichmag.ru/restorany-i-bary/v-brodo-na-petrovke-mozhno-pristojno-poest-dnem-chto-ne-chasto-sluchaetsya-s-vinnymi-barami/,"г Москва, ул Петровка, д 28 стр 1",55.7678077,37.6141485
430,https://moskvichmag.ru/restorany-i-bary/v-holy-basil-horoshie-zdorovye-kashi-no-vafli-bez-muki-vse-ravno-strannye/,"г Москва, б-р Цветной, д 15 стр 1",55.7711641,37.6202241
431,https://moskvichmag.ru/restorany-i-bary/v-zhemchugah-berite-pastu-iz-molodoj-morkovi-shnitselyu-lvinaya-griva-luchshe-skazat-net/,"г Москва, ул Лесная, д 20 стр 3",55.7801994,37.5929871
432,https://moskvichmag.ru/restorany-i-bary/v-alkobufete-shashlychnaya-mozhno-vspomnit-luchshee-chto-bylo-v-sssr/,"г Москва, ул Сретенка, д 36",55.7714183,37.6330643
433,https://moskvichmag.ru/restorany-i-bary/v-gibride-simach-v-nedalnem-modnaya-energiya-simacheva-razbavlyaet-solidnost-novikova/,"г Москва, б-р Тверской, д 15 стр 2",55.7606652,37.6002315
434,https://moskvichmag.ru/restorany-i-bary/zhitelyam-savelovskoj-povezlo-garazhane-redkij-primer-rajonnoj-pivnoj-s-prilichnoj-edoj/,"г Москва, проезд Бумажный, д 14 стр 1",55.7911554,37.5874996
435,https://moskvichmag.ru/restorany-i-bary/kafe-rishon-v-evrejskom-muzee-soblyudaet-pervyj-uroven-kashruta-i-pri-etom-absolyutno-universalno/,"г Москва, ул Образцова, д 11 стр 1а",55.789244,37.608086
437,https://moskvichmag.ru/restorany-i-bary/naskolko-sedobny-kokosovaya-sgushhenka-bez-moloka-i-sahara-i-arahisovaya-pasta-latte-s-kurkumoj/,"г Москва, тер. СНТ Тринити-Сад",55.7540584,37.62049
438,https://moskvichmag.ru/restorany-i-bary/neobistro-pashoot-posvyashheno-odnomu-produktu-yajtsu-i-etim-vyzyvaet-uvazhenie/,"г Москва, б-р Рождественский",55.7665687,37.6267373
439,https://moskvichmag.ru/restorany-i-bary/novye-gastroryumochnye-shest-you-shest-po-staromu-raspolagayut-k-mrachnomu-pyanstvu/,"г Москва, ул 1-я Тверская-Ямская, д 2 стр 1",55.7702299,37.5970495
440,https://moskvichmag.ru/restorany-i-bary/poka-drugie-zavedeniya-otkryvayutsya-i-zakryvayutsya-kafe-dada-lenivo-obnovilo-menyu/,"г Москва, пер 1-й Новокузнецкий, д 5/7",55.7346423,37.632304
441,https://moskvichmag.ru/restorany-i-bary/s-otkrytiem-ovsyanok-zhiteli-presni-poluchili-idealnoe-mesto-dlya-zavtraka/,"г Москва, пер Столярный, д 3 к 12",55.7641574,37.5689661
442,https://moskvichmag.ru/restorany-i-bary/sup-iz-kornya-seldereya-v-grape-gotov-poborotsya-za-zvanie-luchshego-v-gorode/,"г Москва, ул Малая Никитская, д 16/5",55.7586962,37.5914252
443,https://moskvichmag.ru/restorany-i-bary/subzero-iz-peterburga-poselilsya-v-znakovom-meste-so-vsemi-svoimi-yaponskimi-plyusami-i-minusami/,"г Москва, ул Петровка, д 30/7",55.7681462,37.6143906
444,https://moskvichmag.ru/restorany-i-bary/babuin-otkrylsya-v-depo-na-radost-poklonnikam-pitstsy-iz-simacheva/,"г Москва, платф Депо",55.6745907,37.7285911
445,https://moskvichmag.ru/restorany-i-bary/v-balagan-tatyany-berkovich-popast-nelegko-no-ono-togo-stoit/,"г Москва, пер Расторгуевский, д 3А",55.765008,37.5684832
446,https://moskvichmag.ru/restorany-i-bary/v-vermuteria-re-luchshe-vsego-brat-na-zavtrak-yajtso-benedikt-i-fokachchu-s-krevetkami/,"г Москва, пер Богословский, д 16",55.76368,37.598124
447,https://moskvichmag.ru/restorany-i-bary/v-novom-lotus-room-losos-teriyaki-horosh-chego-ne-skazhesh-o-zharenom-rise-s-yajtsom/,"г Москва, ул Большая Бронная, д 21/13",55.7626489,37.6005387
448,https://moskvichmag.ru/restorany-i-bary/v-razgar-leta-lisichkami-slozhno-chto-to-isportit-v-loro-oni-okazalis-k-mestu-v-minestrone/,"г Москва, ул Большая Никитская, д 21/18",55.7570441,37.5998996
449,https://moskvichmag.ru/restorany-i-bary/v-fudholl-tts-druzhba-stoit-podnyatsya-hotya-by-radi-malaj-kofta-iz-masala-house/,"г Москва, ул Дружбы",55.7100354,37.517994
450,https://moskvichmag.ru/restorany-i-bary/gaspacho-v-grape-stoit-togo-chtoby-priehat-za-nim-spetsialno/,"г Москва, ул Малая Никитская, д 16/5",55.7586962,37.5914252
451,https://moskvichmag.ru/restorany-i-bary/zhitelyam-aeroporta-povezlo-u-nih-teper-est-okno-sendvich-bro-s-idealnoj-ulichnoj-edoj/,"г Москва, ул Черняховского, д 4А",55.803196,37.534237
453,https://moskvichmag.ru/restorany-i-bary/na-balkone-maritozzo-nad-m-bronnoj-etim-letom-s-tarelkoj-pasty-hot-raz-dolzhen-posidet-kazhdyj/,"г Москва, ул Бронная М., д 24 стр 1",55.7632936,37.5946932
454,https://moskvichmag.ru/restorany-i-bary/novoe-letnee-menyu-krabovkutabov-posvyashheno-ogurtsu-i-eto-ochen-pravilno/,"г Москва, ул Лесная, д 20 стр 4",55.779474,37.59189
455,https://moskvichmag.ru/restorany-i-bary/u-kafe-syur-v-garazhe-s-ego-art-obektom-h-vam-i-sendvichem-ubijtsej-minusov-net/,"г Москва, пер Большой Трёхсвятительский, д 2/1 стр 8",55.7548238,37.6429536
456,https://moskvichmag.ru/gorod/chto-horoshego-i-plohogo-v-globuse-gurme-local-na-maloj-bronnoj/,"г Москва, ул Бронная М., д 21/13 стр 2",55.7627515,37.5945116
457,https://moskvichmag.ru/restorany-i-bary/shef-aleksandr-rajlyan-predlagaet-v-ray-sredi-prochego-interesnyj-vzglyad-na-hot-dog/,"г Москва, ул Неглинная, д 8/10",55.7614578,37.6205839
458,https://moskvichmag.ru/restorany-i-bary/etim-letom-ping-pong-club-moscow-razbavlyaet-zastyvshuyu-burzhuaznost-restoranov-tverskogo-bulvara/,"г Москва, б-р Тверской, д 26",55.7633423,37.6045892
460,https://moskvichmag.ru/restorany-i-bary/v-moskve-est-dve-verandy-na-kotoryh-s-kazhdym-letom-stanovitsya-tolko-luchshe/,"г Москва, ул Тверская, д 23/12",55.7666237,37.6000136
462,https://moskvichmag.ru/restorany-i-bary/v-tsentre-moskvy-net-nichego-bolee-letnego-chem-est-seviche-v-starike-i-more-s-vidom-na-prud/,"г Москва, б-р Чистопрудный, д 12А стр 1",55.7605609,37.643604
463,https://moskvichmag.ru/restorany-i-bary/dazhe-svoj-redkij-kosyak-dostavka-gallery-to-go-iskupaet-tak-chto-ostaetsya-odnoj-iz-luchshih/,"г Москва, ул Петровка, д 27",55.7676598,37.6135922
464,https://moskvichmag.ru/restorany-i-bary/dostavka-regent-rasschitana-na-gotovyh-platit-za-horoshie-produkty-i-v-eto-nespokojnoe-vremya/,"г Москва, пер Плотников, д 12",55.7460471,37.5891832
465,https://moskvichmag.ru/restorany-i-bary/esli-nadoela-dostavka-ramen-iz-gutai-mozhno-zakazat-v-samom-gastropabe-i-sest-tut-zhe/,"г Москва, ул Бронная М., д 26 стр 1",55.7635236,37.5944831
466,https://moskvichmag.ru/restorany-i-bary/zakusyvat-na-podokonnike-deshevoj-koryushkoj-i-krevetkami-dobro-pozhalovat-v-ohotku/,"г Москва, ул Маросейка, д 6/8 стр 1",55.7574733,37.6343415
469,https://moskvichmag.ru/restorany-i-bary/novaya-terrasa-rossini-tochno-stanet-tsentrom-negi-i-chrevougodiya-etogo-leta/,"г Москва, ул Поварская, д 11 стр 1",55.754097,37.5943178
470,https://moskvichmag.ru/restorany-i-bary/novyj-papa-nokki-neploho-spravlyaetsya-s-odnim-iz-stolpov-italyanskoj-kuhni/,"г Москва, ул Малая Дмитровка, д 3",55.7669344,37.6059165
471,https://moskvichmag.ru/restorany-i-bary/sidet-na-kroshechnoj-terrase-focacceria-na-m-bronnoj-eto-kak-spustitsya-v-metro-v-chas-pik/,"г Москва, ул Бронная М., д 26 стр 1",55.7635236,37.5944831
474,https://moskvichmag.ru/restorany-i-bary/etim-letom-brat-hinkali-za-hvostik-nado-v-novom-mama-tuta/,"г Москва, ул Бронная М., д 24 стр 1",55.7632936,37.5946932
475,https://moskvichmag.ru/restorany-i-bary/chick-orico-dostavlyaet-deshevyj-vo-vseh-smyslah-korejskij-dzhank-fud-pytayas-eshhe-i-ostrit/,"г Москва, ул Бутырская, д 46 стр 1",55.7994691,37.5847983
476,https://moskvichmag.ru/restorany-i-bary/shwarmsesame-dostavlyaet-sovsem-nedoroguyu-shaurmu-s-kyuftoj-i-ne-tolko/,"г Москва, ул Покровка, д 2/1 стр 1",55.758026,37.638976
479,https://moskvichmag.ru/restorany-i-bary/v-tazhinerii-mozhno-smelo-zakazyvat-sup-harira-i-tazhin-s-yagnenkom-i-mindalem/,"г Москва, ул Мытная, д 74",55.712116,37.6206142
480,https://moskvichmag.ru/restorany-i-bary/v-dostavke-meksikanskoj-veladora-horoshi-tako-s-yagnenkom-i-sendvich-s-tremya-vidami-svininy/,"г Москва, ул Покровка, д 2/1 стр 1",55.758026,37.638976
481,https://moskvichmag.ru/restorany-i-bary/vrode-by-nichego-net-banalnee-morkovnogo-torta-poka-vy-ego-ne-zakazhete-v-niqa/,"г Москва, ул Остоженка, д 27 к 3",55.7386886,37.5971881
482,https://moskvichmag.ru/restorany-i-bary/dlya-sidyashhih-na-diete-etot-kulich-zameshan-na-mindalnoj-muke-kokosovyh-slivkah-i-tvorozhnom-syre/,"г Москва, тер. СНТ Тринити-Сад",55.7540584,37.62049
485,https://moskvichmag.ru/restorany-i-bary/kogda-len-gotovit-doma-supy-vyruchaet-singapurskaya-laksa-iz-tokio/,"г Москва, ул Большая Никитская, д 22/2",55.7570144,37.6028697
486,https://moskvichmag.ru/restorany-i-bary/len-lepit-pelmeni-u-blanketko-dostavka-otlichnyh-raviolej-s-krevetkami-motsarelloj-i-shpinatom/,"г Москва, пер Ермолаевский, д 4",55.7629736,37.5896878
487,https://moskvichmag.ru/restorany-i-bary/poltsyplenka-v-hmelnoj-karameli-iz-taiga-primiryat-s-nevozmozhnostyu-sezdit-na-shashlyki/,"г Москва, ул Лесная, д 20 стр 3",55.7801994,37.5929871
488,https://moskvichmag.ru/restorany-i-bary/pomimo-zharenogo-risa-i-pelmenej-v-dostavke-j-z-peking-duck-est-tselyh-sem-gotovyh-karantinnyh-setov/,"г Москва, б-р Цветной, д 21 стр 2",55.7720772,37.6199957
489,https://moskvichmag.ru/restorany-i-bary/s-baranimi-rebryshkami-iz-dostavki-probka-na-tsvetnom-ne-nuzhny-nikakie-pikniki/,"г Москва, б-р Цветной, д 15 стр 1",55.7711641,37.6202241
494,https://moskvichmag.ru/restorany-i-bary/budete-na-mayakovskoj-poprobujte-pechenuyu-tykvu-v-gashek-ona-prigotovlena-idealno/,"г Москва, ул Большая Садовая, д 5 к 1",55.769211,37.591793
495,https://moskvichmag.ru/restorany-i-bary/budete-utrom-na-maloj-bronnoj-zakazhite-v-13-briosh-s-guakamole-grechnevuyu-kashu-luchshe-ne-nado/,"г Москва, ул Бронная М., д 13",55.7598697,37.5959892
496,https://moskvichmag.ru/restorany-i-bary/v-manneken-pis-luchshij-vybor-k-belgijskomu-elyu-midii-s-ekoferm-chernogo-morya/,"г Москва, ул Петровка, д 15",55.7636031,37.6166162
497,https://moskvichmag.ru/restorany-i-bary/v-zotman-pizza-na-bojkom-meste-solyanki-mozhno-bystro-poobedat-samim-pridumannoj-pitstsej/,"г Москва, ул Солянка, д 1/2 стр 1",55.7538589,37.637931
498,https://moskvichmag.ru/restorany-i-bary/v-vine-v-bolshom-gorode-pomimo-sobstvenno-vina-horosh-kozlenok-s-nutovym-pyure/,"г Москва, б-р Никитский, д 12",55.7553212,37.6005218
499,https://moskvichmag.ru/restorany-i-bary/v-bare-drywet-podayut-pashtet-v-forme-mishek-gammi-i-eto-ochen-trogatelno/,"г Москва, ул Тверская, д 27 стр 1",55.7682172,37.5983938
500,https://moskvichmag.ru/restorany-i-bary/vse-srazu-v-novom-taste-est-i-borshh-i-falafel-i-kraby-i-kutaby-i-eto-perebor/,"г Москва, ул Ильинка, д 3/8 стр 5",55.7545007,37.6243651
501,https://moskvichmag.ru/restorany-i-bary/novyj-sverstnik-pohozh-na-samu-molodost-bodr-podvizhen-i-ne-trebuet-mnogogo/,"г Москва, ул Палиха, д 14/33 стр 2",55.7845467,37.6002974
503,https://moskvichmag.ru/restorany-i-bary/u-novogo-zemlya-moscow-chereschur-avtorskoe-prochtenie-blyud-so-vsego-mira/,"г Москва, пер Большой Саввинский, д 12 стр 6",55.733239,37.563709
504,https://moskvichmag.ru/restorany-i-bary/introvert-place-na-myasnitskoj-idealen-dlya-vegetariantsev-kotorye-izbegayut-vseh-ostalnyh-lyudej/,"г Москва, ул Мясницкая, д 41 стр 3",55.7684225,37.6426459
505,https://moskvichmag.ru/restorany-i-bary/gubiteli-karmanov-i-serdets-podayut-v-vechnyh-frantsuzah-pravilnyj-lukovyj-sup/,"г Москва, ул Кузнецкий Мост, д 19 стр 1",55.7625355,37.6257657
506,https://moskvichmag.ru/restorany-i-bary/na-vina-pohozh-na-hitruyu-piterskuyu-bogemu-kotoraya-tolko-pritvoryaetsya-bednoj/,"г Москва, пер Калашный, д 9",55.7569132,37.5996371
507,https://moskvichmag.ru/restorany-i-bary/antipriz-za-hudshij-kurinyj-sup-etoj-zimy-poluchaet-gastrobar-belka/,"г Москва, ул Петровка, д 15",55.7636031,37.6166162
508,https://moskvichmag.ru/restorany-i-bary/brisket-v-novom-smoke-bbq-stoit-pod-2000-rublej-i-vse-ravno-bez-zakaza-stolika-ne-syadesh/,"г Москва, ул Трубная, д 18",55.7694941,37.6254698
509,https://moskvichmag.ru/restorany-i-bary/budete-v-repine-vozmite-holodets-s-varenem-iz-repy-russkie-zhe/,"г Москва, б-р Сретенский, д 6/1 стр 1",55.7658081,37.6334694
510,https://moskvichmag.ru/restorany-i-bary/budete-na-tverskom-zakazhite-utinyj-sup-v-inostrantsah-on-horosh/,"г Москва, б-р Тверской, д 24",55.7623185,37.6038101
511,https://moskvichmag.ru/restorany-i-bary/v-j-z-peking-duck-ne-tolko-prinosyat-luchshuyu-utku-v-gorode-no-i-varyat-iz-ee-ostatkov-sup/,"г Москва, б-р Цветной, д 21 стр 2",55.7720772,37.6199957
512,https://moskvichmag.ru/restorany-i-bary/v-shortlist-books-spirits-ubeditelno-dokazyvayut-chto-luchshij-drug-vypivayushhego-cheloveka-horoshaya-kniga/,"г Москва, ул Петровка, д 26",55.7661838,37.617844
513,https://moskvichmag.ru/restorany-i-bary/v-kofedej-na-mayakovskoj-stoit-zajti-hotya-by-radi-lilovoj-kisy/,"г Москва, ул Садовая-Триумфальная, д 18-20",55.7716456,37.6028246
514,https://moskvichmag.ru/restorany-i-bary/v-myasa-vina-skazhem-da-govyazhim-shhekam-s-kashtanami-i-net-stejku-iz-avokado/,"г Москва, ул Покровка, д 4",55.7584993,37.6410708
515,https://moskvichmag.ru/restorany-i-bary/v-grecheskom-eva-pereehavshij-v-moskvu-iz-avstralii-glen-ballis-vspominaet-svoi-korni/,"г Москва, ул Большая Грузинская, д 69",55.77396,37.586293
516,https://moskvichmag.ru/restorany-i-bary/v-novom-eat-market-v-zdanii-izvestij-net-nichego-chto-by-my-ne-eli-ranshe/,"г Москва, пл Пушкинская, д 3",55.7657746,37.6047728
517,https://moskvichmag.ru/restorany-i-bary/v-pervoj-kofejne-flip-byvshej-hozyajki-dablbi-berite-syrniki-v-steklyannoj-banke/,"г Москва, пер Милютинский, д 3",55.7616245,37.6314536
518,https://moskvichmag.ru/restorany-i-bary/vo-frankie-s-bruklinskoj-pitstsej-nikak-ne-poluchaetsya-pochuvstvovat-sebya-kak-v-brukline/,"г Москва, пер Красина, д 7",55.7679623,37.5855494
519,https://moskvichmag.ru/restorany-i-bary/za-modnym-etoj-zimoj-v-moskve-tomatnym-supom-s-moreproduktami-neozhidanno-stoit-idti-v-grape-wine-bar/,"г Москва, б-р Новинский, д 7",55.7516947,37.5826847
520,https://moskvichmag.ru/restorany-i-bary/zavtraki-v-choice-healthy-social-club-pridumany-dlya-lyudej-kotorye-zabotyatsya-o-zdorove-i-nikuda-ne-speshat/,"г Москва, ул Малая Никитская, д 16/5",55.7586962,37.5914252
522,https://moskvichmag.ru/restorany-i-bary/novyj-pino-zastolbil-vygodnejshee-mesto-na-patriarshih-esli-by-ego-eda-sootvetstvovala-adresu/,"г Москва, ул Бронная М., д 21/13",55.7626964,37.5949315
523,https://moskvichmag.ru/restorany-i-bary/panna-kotta-v-margarita-bistro-na-m-bronnoj-stoit-togo-chtoby-vernutsya-v-ofis-s-obeda-popozzhe/,"г Москва, ул Бронная М., д 28",55.7636708,37.5942627
524,https://moskvichmag.ru/restorany-i-bary/restoran-eaters-byl-by-neploh-esli-by-ne-pytalsya-pretendovat-na-to-chem-ne-yavlyaetsya/,"г Москва, ул Садовая-Спасская, д 12/23 стр 2",55.7705205,37.6415646
526,https://moskvichmag.ru/restorany-i-bary/fika-idealnoe-kafe-dlya-fleksitariantsev-kotorye-pozdno-vstayut/,"г Москва, ул Садовая-Сухаревская, д 15 стр 1",55.7742681,37.6259435
527,https://moskvichmag.ru/restorany-i-bary/turnedo-rossini-iz-rossini-aleksandra-rappoporta-hot-raz-v-zhizni-obyazan-sest-kazhdyj/,"г Москва, ул Поварская, д 11 стр 1",55.754097,37.5943178
528,https://moskvichmag.ru/restorany-i-bary/bar-moskovskij-old-skul-sdelan-propagandistami-sovetskogo-stilya-kotorye-yavno-ne-pomnyat-sssr/,"г Москва, ул Садовая-Самотёчная, д 6 стр 1",55.772596,37.6139243
529,https://moskvichmag.ru/restorany-i-bary/v-levantine-gotovyat-shefy-iz-stambula-tak-chto-za-kachestvo-kebabov-mozhno-ne-volnovatsya/,"г Москва, б-р Новинский, д 8",55.7512181,37.5846061
530,https://moskvichmag.ru/restorany-i-bary/v-tut-ne-pekut-gotovyat-chto-to-ranee-nevidannoe-poleznye-dlya-zdorovya-torty/,"г Москва, ул Покровка, д 4 стр 1",55.7585165,37.6411354
531,https://moskvichmag.ru/restorany-i-bary/v-13-arkadij-novikov-i-glen-ballis-legko-zastavlyayut-nas-polyubit-tsvetnuyu-kapustu-i-luk/,"г Москва, ул Бронная М., д 13",55.7598697,37.5959892
532,https://moskvichmag.ru/restorany-i-bary/v-novyj-scampi-mozhno-hodit-hot-dve-nedeli-podryad-chtoby-probovat-krevetki-s-15-sousami/,"г Москва, пер Малый Патриарший, д 5 стр 1",55.7633491,37.5912377
533,https://moskvichmag.ru/restorany-i-bary/v-restoran-logovo-stoit-idti-radi-prigotovlennoj-po-frantsuzski-dichi/,"г Москва, ул Хамовнический Вал, д 2",55.7160449,37.57665
534,https://moskvichmag.ru/restorany-i-bary/v-restorane-dereza-izvestnyj-kritik-darya-tsivina-znaet-chto-delat-s-kozoj-nostroj/,"г Москва, ул Нижняя Красносельская, д 35 стр 49",55.7755418,37.6721938
535,https://moskvichmag.ru/restorany-i-bary/kak-iz-lyubogo-horoshego-gruzinskogo-restorana-iz-novogo-tenili-ujti-slozhno/,"г Москва, пер Благовещенский, д 1",55.7666695,37.5959205
536,https://moskvichmag.ru/restorany-i-bary/luchshaya-novost-dlya-rabotayushhih-v-rajone-petrovki-officina-otkryl-tam-filial/,"г Москва, ул Забелина, д 1",55.7544762,37.6374428
538,https://moskvichmag.ru/restorany-i-bary/na-sadovoj-samotechnoj-rabotaet-otlichnaya-polutajnaya-trattoriya-s-nevysokimi-tsenami-ne-blagodarite/,"г Москва, ул Садовая-Самотёчная, д 7",55.7738893,37.6159607
539,https://moskvichmag.ru/restorany-i-bary/novyj-arbat-stanovitsya-vynosimee-esli-zajti-zdes-v-tihij-abbey-players-pub-s-veshhami-iz-xix-veka/,"г Москва, ул Новый Арбат, д 5",55.7527045,37.5980457
540,https://moskvichmag.ru/restorany-i-bary/posle-obeda-v-uhvate-vy-nachnete-otnositsya-k-grechke-i-perlovke-s-bolshim-uvazheniem/,"г Москва, ул Рочдельская, д 15, кв 41",55.7566389,37.5600884
541,https://moskvichmag.ru/restorany-i-bary/uilyam-lamberti-teper-otnositsya-k-ede-s-dotoshnostyu-dorogogo-portnogo/,"г Москва, ул Тверская, д 3",55.7572218,37.6129331
543,https://moskvichmag.ru/restorany-i-bary/junk-food-bar-so-vkusom-delaet-vse-chtoby-vy-vesili-bolshe-i-prozhili-menshe/,"г Москва, ул Спиридоновка, д 25/20 стр 1",55.7626611,37.5891752
544,https://moskvichmag.ru/restorany-i-bary/gurman-shaurman-na-prospekte-mira-tot-sluchaj-kogda-deshevo-mnogo-i-nevozmozhno-est/,"г Москва, пр-кт Мира, д 26 стр 1",55.7779456,37.632989
545,https://moskvichmag.ru/restorany-i-bary/pifagor-u-aleksandra-rappoporta-snova-poluchilos-sdelat-svetskoe-mesto-gde-eshhe-i-ochen-vkusno/,"г Москва, пл Трубная, д 2",55.7665848,37.6223619
546,https://moskvichmag.ru/restorany-i-bary/bar-zhuravli-mozhet-izmenit-vashi-predstavleniya-o-tom-chto-takoe-pit-po-russki/,"г Москва, пер Столешников, д 14",55.7627955,37.6151952
547,https://moskvichmag.ru/restorany-i-bary/brosajte-vse-dela-na-prospekte-mira-najdena-idealnaya-shaverma-kebab-non-stop/,"г Москва, пр-кт Мира, д 40",55.780233,37.633679
548,https://moskvichmag.ru/restorany-i-bary/v-made-mozhno-pozhalovatsya-tolko-na-ogromnye-portsii-vsem-by-restoranam-takie-nedostatki/,"г Москва, б-р Сретенский, д 1",55.7669223,37.6323303
549,https://moskvichmag.ru/restorany-i-bary/v-supernova-berite-samuyu-deshevuyu-pitstsu-s-bananami-i-kakao-ona-zhe-samaya-vkusnaya/,"г Москва, ул Садовая-Каретная, д 20 стр 1",55.7728535,37.6103605
550,https://moskvichmag.ru/restorany-i-bary/v-52-v-tsvetnom-predlagayut-vegetarianskuyu-edu-v-ekologicheskom-kontekste/,"г Москва, б-р Цветной, д 15 стр 1",55.7711641,37.6202241
551,https://moskvichmag.ru/restorany-i-bary/v-novom-myasnom-restorane-zhazhda-krovi-strashnye-kartinki-tush-na-stenah-nazvanie-i-tseny/,"г Москва, ул Лесная, д 9",55.7789788,37.5885143
552,https://moskvichmag.ru/restorany-i-bary/v-novom-peruanskom-restorane-lima-mozhno-smelo-zakazyvat-seviche-kesadilyas-i-takos/,"г Москва, пр-кт Ленинградский, д 10",55.779712,37.579933
553,https://moskvichmag.ru/restorany-i-bary/gotovtes-pit-v-herbarium-bar-by-polugar-koktejl-manernyj-i-chuvstvovat-sebya-kak-v-vagone-restorane/,"г Москва, ул Петровка, д 21",55.7656497,37.6155122
554,https://moskvichmag.ru/restorany-i-bary/luchshee-chto-est-v-idealiste-na-petrovke-koktejli-dlya-pechali-i-radosti-a-takzhe-gneva-i-strasti/,"г Москва, ул Петровка, д 30/7",55.7681462,37.6143906
555,https://moskvichmag.ru/restorany-i-bary/moskovskij-yaponets-kobayashi-katsuhiko-delaet-v-izumi-na-myasnitskoj-idealnyj-ramen/,"г Москва, ул Мясницкая, д 38 стр 1",55.766153,37.64011
556,https://moskvichmag.ru/restorany-i-bary/perechislyaem-plyusy-i-minusy-novogo-uvlecheniya-moskovskih-zozhnikov-brone-latte-s-rejshi/,"г Москва, Воскресенское п, снт Бывший Сад",55.7540584,37.62049
557,https://moskvichmag.ru/restorany-i-bary/radi-vitello-tonnato-iz-il-siciliano-mozhno-poterpet-dazhe-obstanovku-serediny-nulevyh/,"г Москва, пр-кт Кутузовский, д 17",55.7469472,37.5569074
558,https://moskvichmag.ru/restorany-i-bary/u-big-asia-ne-poluchaetsya-to-za-chto-bralis-v-moskve-mnogie-stat-horoshim-panaziatskim-restoranom/,"г Москва, ул Земляной Вал, д 3/1 стр 6",55.763209,37.657655
559,https://moskvichmag.ru/restorany-i-bary/uilliams-podtverzhdaet-svoj-status-starozhila-patrikov-postnym-menyu-s-rizotto-primavera/,"г Москва, ул Бронная М., д 20А",55.7626012,37.5955281
560,https://moskvichmag.ru/restorany-i-bary/kolobok-novyj-konkurent-kroshkam-kartoshkam-kroketam-i-odnovremenno-ponchikam/,"г Москва, ул Новорязанская, д 23 стр 1",55.7726269,37.663391
561,https://moskvichmag.ru/restorany-i-bary/bar-hanky-3-7-najti-nelegko-no-luchshie-v-gorode-bitye-ogurtsy-i-koktejl-yutas-tie-togo-stoyat/,"г Москва, ул Покровка, д 3/7 стр 1",55.7586565,37.6402573
562,https://moskvichmag.ru/restorany-i-bary/v-depo-tak-redko-otkryvayutsya-novye-kornery-chto-my-rady-i-latuku/,"г Москва, п Лесной, д 20 стр 3",55.762048,37.388717
563,https://moskvichmag.ru/restorany-i-bary/v-chebureki-reshayut-u-savelovskoj-reshayut-i-chebureki-i-hinkali-i-osetinskie-pirogi/,"г Москва, ул Вятская, д 27 стр 4",55.7962062,37.582001
